Date,Close,Open,High,Low
1988-01-04,144.14814109414814,144.14814109414814,144.14814109414814,144.14814109414814
1988-01-05,147.06475996509192,147.06475996509192,147.06475996509192,147.06475996509192
1988-01-06,147.5906801062077,147.5906801062077,147.5906801062077,147.5906801062077
1988-01-07,148.1742880141735,148.1742880141735,148.1742880141735,148.1742880141735
1988-01-08,144.22438939772545,144.22438939772545,144.22438939772545,144.22438939772545
1988-01-11,141.260661720559,141.260661720559,141.260661720559,141.260661720559
1988-01-12,141.0272587379068,141.0272587379068,141.0272587379068,141.0272587379068
1988-01-13,141.04936090171336,141.04936090171336,141.04936090171336,141.04936090171336
1988-01-14,141.18717726372182,141.18717726372182,141.18717726372182,141.18717726372182
1988-01-15,143.22680718675255,143.22680718675255,143.22680718675255,143.22680718675255
1988-01-18,144.25525091797113,144.25525091797113,144.25525091797113,144.25525091797113
1988-01-19,143.86606800451872,143.86606800451872,143.86606800451872,143.86606800451872
1988-01-20,141.4087097685784,141.4087097685784,141.4087097685784,141.4087097685784
1988-01-21,140.1617155021429,140.1617155021429,140.1617155021429,140.1617155021429
1988-01-22,141.3483930467814,141.3483930467814,141.3483930467814,141.3483930467814
1988-01-25,143.6411488546431,143.6411488546431,143.6411488546431,143.6411488546431
1988-01-26,143.9489374861121,143.9489374861121,143.9489374861121,143.9489374861121
1988-01-27,143.72274116925894,143.72274116925894,143.72274116925894,143.72274116925894
1988-01-28,144.55889234431086,144.55889234431086,144.55889234431086,144.55889234431086
1988-01-29,146.32852342821656,146.32852342821656,146.32852342821656,146.32852342821656
1988-02-01,146.86512011125683,146.86512011125683,146.86512011125683,146.86512011125683
1988-02-02,146.49395529732107,146.49395529732107,146.49395529732107,146.49395529732107
1988-02-03,145.94456111416218,145.94456111416218,145.94456111416218,145.94456111416218
1988-02-04,145.10423116356134,145.10423116356134,145.10423116356134,145.10423116356134
1988-02-05,145.0998801857233,145.0998801857233,145.0998801857233,145.0998801857233
1988-02-08,144.1847312105447,144.1847312105447,144.1847312105447,144.1847312105447
1988-02-09,144.49625376164911,144.49625376164911,144.49625376164911,144.49625376164911
1988-02-10,146.46080635666846,146.46080635666846,146.46080635666846,146.46080635666846
