Date,Close,Open,High,Low
1988-01-04,153.09140957802532,153.09140957802532,153.09140957802532,153.09140957802532
1988-01-05,156.9951091903448,156.9951091903448,156.9951091903448,156.9951091903448
1988-01-06,158.05437139123677,158.05437139123677,158.05437139123677,158.05437139123677
1988-01-07,157.99529452592134,157.99529452592134,157.99529452592134,157.99529452592134
1988-01-08,153.99113209813834,153.99113209813834,153.99113209813834,153.99113209813834
1988-01-11,151.09799587935208,151.09799587935208,151.09799587935208,151.09799587935208
1988-01-12,151.0221924316883,151.0221924316883,151.0221924316883,151.0221924316883
1988-01-13,151.10191061139105,151.10191061139105,151.10191061139105,151.10191061139105
1988-01-14,151.94208557993173,151.94208557993173,151.94208557993173,151.94208557993173
1988-01-15,152.7351230418682,152.7351230418682,152.7351230418682,152.7351230418682
1988-01-18,154.8814064526558,154.8814064526558,154.8814064526558,154.8814064526558
1988-01-19,154.56100687354802,154.56100687354802,154.56100687354802,154.56100687354802
1988-01-20,151.7849682113528,151.7849682113528,151.7849682113528,151.7849682113528
1988-01-21,150.68875139921903,150.68875139921903,150.68875139921903,150.68875139921903
1988-01-22,151.73473106354473,151.73473106354473,151.73473106354473,151.73473106354473
1988-01-25,153.40612648159265,153.40612648159265,153.40612648159265,153.40612648159265
1988-01-26,154.77187431663273,154.77187431663273,154.77187431663273,154.77187431663273
1988-01-27,154.41097275912762,154.41097275912762,154.41097275912762,154.41097275912762
1988-01-28,154.70121397733686,154.70121397733686,154.70121397733686,154.70121397733686
1988-01-29,156.38365330219267,156.38365330219267,156.38365330219267,156.38365330219267
1988-02-01,157.58900044500828,157.58900044500828,157.58900044500828,157.58900044500828
1988-02-02,156.85451176136732,156.85451176136732,156.85451176136732,156.85451176136732
1988-02-03,156.31772278577088,156.31772278577088,156.31772278577088,156.31772278577088
1988-02-04,155.70080234497786,155.70080234497786,155.70080234497786,155.70080234497786
1988-02-05,155.92781088262797,155.92781088262797,155.92781088262797,155.92781088262797
1988-02-08,154.88991324573755,154.88991324573755,154.88991324573755,154.88991324573755
1988-02-09,154.92854395925997,154.92854395925997,154.92854395925997,154.92854395925997
1988-02-10,156.22845311909913,156.22845311909913,156.22845311909913,156.22845311909913
1988-02-11,158.05134063094854,158.05134063094854,158.05134063094854,158.05134063094854
1988-02-12,158.2923090341687,158.2923090341687,158.2923090341687,158.2923090341687
1988-02-16,158.7574848178029,158.7574848178029,158.7574848178029,158.7574848178029
1988-02-17,159.50231711894273,159.50231711894273,159.50231711894273,159.50231711894273
1988-02-18,159.15439961403607,159.15439961403607,159.15439961403607,159.15439961403607
1988-02-19,159.34234119236467,159.34234119236467,159.34234119236467,159.34234119236467
1988-02-22,160.84702183425426,160.84702183425426,160.84702183425426,160.84702183425426
1988-02-23,162.02923646956683,162.02923646956683,162.02923646956683,162.02923646956683
1988-02-24,162.27820653915404,162.27820653915404,162.27820653915404,162.27820653915404
1988-02-25,161.73094766438007,161.73094766438007,161.73094766438007,161.73094766438007
1988-02-26,161.43797416985035,161.43797416985035,161.43797416985035,161.43797416985035
1988-02-29,162.06438869684933,162.06438869684933,162.06438869684933,162.06438869684933
1988-03-01,163.6662947511673,163.6662947511673,163.6662947511673,163.6662947511673
1988-03-02,164.14820859730244,164.14820859730244,164.14820859730244,164.14820859730244
1988-03-03,164.44564787119626,164.44564787119626,164.44564787119626,164.44564787119626
1988-03-04,163.85101040661334,163.85101040661334,163.85101040661334,163.85101040661334
1988-03-07,164.20004148632287,164.20004148632287,164.20004148632287,164.20004148632287
1988-03-08,164.76844680219887,164.76844680219887,164.76844680219887,164.76844680219887
1988-03-09,165.6316279965639,165.6316279965639,165.6316279965639,165.6316279965639
1988-03-10,163.93675566643475,163.93675566643475,163.93675566643475,163.93675566643475
1988-03-11,162.47599808841943,162.47599808841943,162.47599808841943,162.47599808841943
1988-03-14,163.5316440412402,163.5316440412402,163.5316440412402,163.5316440412402
1988-03-15,163.81215009003876,163.81215009003876,163.81215009003876,163.81215009003876
1988-03-16,163.92720417946578,163.92720417946578,163.92720417946578,163.92720417946578
1988-03-17,165.46454585552215,165.46454585552215,165.46454585552215,165.46454585552215
1988-03-18,166.118420907557,166.118420907557,166.118420907557,166.118420907557
1988-03-21,165.3205273410678,165.3205273410678,165.3205273410678,165.3205273410678
1988-03-22,165.27735048711298,165.27735048711298,165.27735048711298,165.27735048711298
1988-03-23,165.3619706919789,165.3619706919789,165.3619706919789,165.3619706919789
1988-03-24,163.6160231629014,163.6160231629014,163.6160231629014,163.6160231629014
1988-03-25,161.4823908802867,161.4823908802867,161.4823908802867,161.4823908802867
1988-03-28,160.13384031385183,160.13384031385183,160.13384031385183,160.13384031385183
