Date,Close,Open,High,Low
2013-01-02,804.5403954029084,804.5403954029084,804.5403954029084,804.5403954029084
2013-01-03,812.3745433831216,812.3745433831216,812.3745433831216,812.3745433831216
2013-01-04,814.2480583679677,814.2480583679677,814.2480583679677,814.2480583679677
2013-01-07,813.6616980934143,813.6616980934143,813.6616980934143,813.6616980934143
2013-01-08,811.6491814208031,811.6491814208031,811.6491814208031,811.6491814208031
2013-01-09,813.6914546489716,813.6914546489716,813.6914546489716,813.6914546489716
2013-01-10,816.721985334158,816.721985334158,816.721985334158,816.721985334158
2013-01-11,818.137625912428,818.137625912428,818.137625912428,818.137625912428
2013-01-14,817.7709039175511,817.7709039175511,817.7709039175511,817.7709039175511
2013-01-15,817.6617047059536,817.6617047059536,817.6617047059536,817.6617047059536
2013-01-16,818.7455229532719,818.7455229532719,818.7455229532719,818.7455229532719
2013-01-17,822.102824702263,822.102824702263,822.102824702263,822.102824702263
2013-01-18,823.6620590293408,823.6620590293408,823.6620590293408,823.6620590293408
2013-01-22,826.5848599624634,826.5848599624634,826.5848599624634,826.5848599624634
2013-01-23,829.0674659240246,829.0674659240246,829.0674659240246,829.0674659240246
2013-01-24,829.3548371040822,829.3548371040822,829.3548371040822,829.3548371040822
2013-01-25,832.4524578011036,832.4524578011036,832.4524578011036,832.4524578011036
2013-01-28,832.8348846447468,832.8348846447468,832.8348846447468,832.8348846447468
2013-01-29,833.9123658478261,833.9123658478261,833.9123658478261,833.9123658478261
2013-01-30,833.4424143207074,833.4424143207074,833.4424143207074,833.4424143207074
2013-01-31,831.9050841248036,831.9050841248036,831.9050841248036,831.9050841248036
2013-02-01,835.9803086972237,835.9803086972237,835.9803086972237,835.9803086972237
2013-02-04,832.3359572124482,832.3359572124482,832.3359572124482,832.3359572124482
2013-02-05,834.824532853365,834.824532853365,834.824532853365,834.824532853365
2013-02-06,836.8344320511818,836.8344320511818,836.8344320511818,836.8344320511818
2013-02-07,835.9527104103565,835.9527104103565,835.9527104103565,835.9527104103565
2013-02-08,839.6234662461281,839.6234662461281,839.6234662461281,839.6234662461281
2013-02-11,840.3123213231564,840.3123213231564,840.3123213231564,840.3123213231564
2013-02-12,841.2525458216668,841.2525458216668,841.2525458216668,841.2525458216668
2013-02-13,842.0269509959221,842.0269509959221,842.0269509959221,842.0269509959221
2013-02-14,841.8556671190263,841.8556671190263,841.8556671190263,841.8556671190263
2013-02-15,842.1898314011097,842.1898314011097,842.1898314011097,842.1898314011097
2013-02-19,845.2806558477879,845.2806558477879,845.2806558477879,845.2806558477879
2013-02-20,840.7622055435181,840.7622055435181,840.7622055435181,840.7622055435181
2013-02-21,833.6967226612569,833.6967226612569,833.6967226612569,833.6967226612569
2013-02-22,837.1596418142319,837.1596418142319,837.1596418142319,837.1596418142319
2013-02-25,831.1551546359062,831.1551546359062,831.1551546359062,831.1551546359062
2013-02-26,828.760119278431,828.760119278431,828.760119278431,828.760119278431
2013-02-27,835.0076183271409,835.0076183271409,835.0076183271409,835.0076183271409
2013-02-28,839.8322213411332,839.8322213411332,839.8322213411332,839.8322213411332
2013-03-01,837.6768456494809,837.6768456494809,837.6768456494809,837.6768456494809
2013-03-04,841.3143090426922,841.3143090426922,841.3143090426922,841.3143090426922
2013-03-05,848.1224069035054,848.1224069035054,848.1224069035054,848.1224069035054
2013-03-06,851.3925513339043,851.3925513339043,851.3925513339043,851.3925513339043
2013-03-07,852.6977069234848,852.6977069234848,852.6977069234848,852.6977069234848
2013-03-08,855.2040997612477,855.2040997612477,855.2040997612477,855.2040997612477
2013-03-11,857.0630579125882,857.0630579125882,857.0630579125882,857.0630579125882
2013-03-12,856.982972368002,856.982972368002,856.982972368002,856.982972368002
2013-03-13,857.2342499482633,857.2342499482633,857.2342499482633,857.2342499482633
2013-03-14,860.8838363826276,860.8838363826276,860.8838363826276,860.8838363826276
2013-03-15,861.1441603231431,861.1441603231431,861.1441603231431,861.1441603231431
2013-03-18,857.0328421509266,857.0328421509266,857.0328421509266,857.0328421509266
2013-03-19,855.2340859198571,855.2340859198571,855.2340859198571,855.2340859198571
2013-03-20,859.1732018029691,859.1732018029691,859.1732018029691,859.1732018029691
2013-03-21,855.778979883194,855.778979883194,855.778979883194,855.778979883194
2013-03-22,858.0317072689534,858.0317072689534,858.0317072689534,858.0317072689534
2013-03-25,857.6671894633771,857.6671894633771,857.6671894633771,857.6671894633771
2013-03-26,860.5358499968053,860.5358499968053,860.5358499968053,860.5358499968053
2013-03-27,860.27662815094,860.27662815094,860.27662815094,860.27662815094
2013-03-28,863.5704676163197,863.5704676163197,863.5704676163197,863.5704676163197
2013-04-01,861.8470211863519,861.8470211863519,861.8470211863519,861.8470211863519
2013-04-02,863.0264002239704,863.0264002239704,863.0264002239704,863.0264002239704
2013-04-03,857.3287086439133,857.3287086439133,857.3287086439133,857.3287086439133
2013-04-04,857.0248978853226,857.0248978853226,857.0248978853226,857.0248978853226
2013-04-05,853.5834695780278,853.5834695780278,853.5834695780278,853.5834695780278
2013-04-08,857.4556332111359,857.4556332111359,857.4556332111359,857.4556332111359
2013-04-09,861.5682830810548,861.5682830810548,861.5682830810548,861.5682830810548
2013-04-10,867.2138088476659,867.2138088476659,867.2138088476659,867.2138088476659
2013-04-11,872.6203637576103,872.6203637576103,872.6203637576103,872.6203637576103
2013-04-12,870.9441237151624,870.9441237151624,870.9441237151624,870.9441237151624
2013-04-15,858.5899182093144,858.5899182093144,858.5899182093144,858.5899182093144
2013-04-16,859.9670773160458,859.9670773160458,859.9670773160458,859.9670773160458
2013-04-17,855.0054012799263,855.0054012799263,855.0054012799263,855.0054012799263
2013-04-18,850.175746998787,850.175746998787,850.175746998787,850.175746998787
2013-04-19,852.3468275392056,852.3468275392056,852.3468275392056,852.3468275392056
2013-04-22,856.501816211939,856.501816211939,856.501816211939,856.501816211939
2013-04-23,863.3107865643502,863.3107865643502,863.3107865643502,863.3107865643502
2013-04-24,866.560312640667,866.560312640667,866.560312640667,866.560312640667
2013-04-25,869.4861902546884,869.4861902546884,869.4861902546884,869.4861902546884
2013-04-26,868.3250416994096,868.3250416994096,868.3250416994096,868.3250416994096
2013-04-29,871.848208693266,871.848208693266,871.848208693266,871.848208693266
2013-04-30,873.8401070117951,873.8401070117951,873.8401070117951,873.8401070117951
2013-05-01,870.1526819944382,870.1526819944382,870.1526819944382,870.1526819944382
2013-05-02,871.9890012848377,871.9890012848377,871.9890012848377,871.9890012848377
2013-05-03,880.2139795804025,880.2139795804025,880.2139795804025,880.2139795804025
2013-05-06,883.7335647666455,883.7335647666455,883.7335647666455,883.7335647666455
2013-05-07,886.4719026076795,886.4719026076795,886.4719026076795,886.4719026076795
2013-05-08,889.4732737052441,889.4732737052441,889.4732737052441,889.4732737052441
2013-05-09,889.2518904423714,889.2518904423714,889.2518904423714,889.2518904423714
2013-05-10,890.4592810523511,890.4592810523511,890.4592810523511,890.4592810523511
2013-05-13,891.3547329556943,891.3547329556943,891.3547329556943,891.3547329556943
2013-05-14,895.8361253273488,895.8361253273488,895.8361253273488,895.8361253273488
2013-05-15,900.8598860287667,900.8598860287667,900.8598860287667,900.8598860287667
2013-05-16,900.3541623461247,900.3541623461247,900.3541623461247,900.3541623461247
2013-05-17,903.4980250978471,903.4980250978471,903.4980250978471,903.4980250978471
2013-05-20,906.4741857802868,906.4741857802868,906.4741857802868,906.4741857802868
2013-05-21,907.017702125311,907.017702125311,907.017702125311,907.017702125311
2013-05-22,902.4150793421269,902.4150793421269,902.4150793421269,902.4150793421269
2013-05-23,896.5435323309899,896.5435323309899,896.5435323309899,896.5435323309899
2013-05-24,896.2388950014115,896.2388950014115,896.2388950014115,896.2388950014115
2013-05-28,902.7173287999631,902.7173287999631,902.7173287999631,902.7173287999631
2013-05-29,897.5510764443875,897.5510764443875,897.5510764443875,897.5510764443875
2013-05-30,899.9189727211,899.9189727211,899.9189727211,899.9189727211
2013-05-31,893.7755297756196,893.7755297756196,893.7755297756196,893.7755297756196
2013-06-03,891.5481505668164,891.5481505668164,891.5481505668164,891.5481505668164
2013-06-04,890.7375599515439,890.7375599515439,890.7375599515439,890.7375599515439
2013-06-05,882.6962640976907,882.6962640976907,882.6962640976907,882.6962640976907
2013-06-06,882.0551205348969,882.0551205348969,882.0551205348969,882.0551205348969
2013-06-07,891.8832791817189,891.8832791817189,891.8832791817189,891.8832791817189
2013-06-10,895.5933430600167,895.5933430600167,895.5933430600167,895.5933430600167
2013-06-11,889.2525792515279,889.2525792515279,889.2525792515279,889.2525792515279
2013-06-12,884.3990921735764,884.3990921735764,884.3990921735764,884.3990921735764
2013-06-13,886.5721013796331,886.5721013796331,886.5721013796331,886.5721013796331
2013-06-14,889.7622521066667,889.7622521066667,889.7622521066667,889.7622521066667
2013-06-17,892.5709862434865,892.5709862434865,892.5709862434865,892.5709862434865
2013-06-18,897.1416482818128,897.1416482818128,897.1416482818128,897.1416482818128
2013-06-19,892.7244988441468,892.7244988441468,892.7244988441468,892.7244988441468
2013-06-20,875.1540793585777,875.1540793585777,875.1540793585777,875.1540793585777
2013-06-21,870.8631197583676,870.8631197583676,870.8631197583676,870.8631197583676
2013-06-24,864.1903499364854,864.1903499364854,864.1903499364854,864.1903499364854
2013-06-25,868.9630626606942,868.9630626606942,868.9630626606942,868.9630626606942
2013-06-26,874.480837289095,874.480837289095,874.480837289095,874.480837289095
2013-06-27,881.7079147994519,881.7079147994519,881.7079147994519,881.7079147994519
2013-06-28,880.4522616279125,880.4522616279125,880.4522616279125,880.4522616279125
2013-07-01,884.5661972749234,884.5661972749234,884.5661972749234,884.5661972749234
