Close,Open,High,Low
817.00651402843,817.00651402843,817.00651402843,817.00651402843
825.8699036104681,825.8699036104681,825.8699036104681,825.8699036104681
828.3566745713949,828.3566745713949,828.3566745713949,828.3566745713949
827.4091716561318,827.4091716561318,827.4091716561318,827.4091716561318
825.1370244442226,825.1370244442226,825.1370244442226,825.1370244442226
827.877883326769,827.877883326769,827.877883326769,827.877883326769
830.746429058671,830.746429058671,830.746429058671,830.746429058671
832.4604755396844,832.4604755396844,832.4604755396844,832.4604755396844
831.9381653325557,831.9381653325557,831.9381653325557,831.9381653325557
831.8194743307829,831.8194743307829,831.8194743307829,831.8194743307829
833.0871035975218,833.0871035975218,833.0871035975218,833.0871035975218
836.609163904667,836.609163904667,836.609163904667,836.609163904667
838.199536997676,838.199536997676,838.199536997676,838.199536997676
841.1978543746472,841.1978543746472,841.1978543746472,841.1978543746472
844.0331306242942,844.0331306242942,844.0331306242942,844.0331306242942
844.1190389022828,844.1190389022828,844.1190389022828,844.1190389022828
847.7949653987886,847.7949653987886,847.7949653987886,847.7949653987886
847.7111832450628,847.7111832450628,847.7111832450628,847.7111832450628
849.1203168728352,849.1203168728352,849.1203168728352,849.1203168728352
847.983694515586,847.983694515586,847.983694515586,847.983694515586
846.9063878108263,846.9063878108263,846.9063878108263,846.9063878108263
851.3041541588307,851.3041541588307,851.3041541588307,851.3041541588307
846.1381497745515,846.1381497745515,846.1381497745515,846.1381497745515
849.8944878519775,849.8944878519775,849.8944878519775,849.8944878519775
852.2647168956995,852.2647168956995,852.2647168956995,852.2647168956995
850.3756807445288,850.3756807445288,850.3756807445288,850.3756807445288
855.4598683772089,855.4598683772089,855.4598683772089,855.4598683772089
855.969164683342,855.969164683342,855.969164683342,855.969164683342
857.052096662879,857.052096662879,857.052096662879,857.052096662879
857.5972294133902,857.5972294133902,857.5972294133902,857.5972294133902
857.535603954196,857.535603954196,857.535603954196,857.535603954196
857.5288398482801,857.5288398482801,857.5288398482801,857.5288398482801
861.3370544393063,861.3370544393063,861.3370544393063,861.3370544393063
854.2123707060816,854.2123707060816,854.2123707060816,854.2123707060816
847.8061332912445,847.8061332912445,847.8061332912445,847.8061332912445
852.6685611120463,852.6685611120463,852.6685611120463,852.6685611120463
841.8968579065801,841.8968579065801,841.8968579065801,841.8968579065801
843.274072118044,843.274072118044,843.274072118044,843.274072118044
849.6263757759332,849.6263757759332,849.6263757759332,849.6263757759332
855.1124835513832,855.1124835513832,855.1124835513832,855.1124835513832
852.2577874755859,852.2577874755859,852.2577874755859,852.2577874755859
856.6882952188255,856.6882952188255,856.6882952188255,856.6882952188255
864.0566428951026,864.0566428951026,864.0566428951026,864.0566428951026
867.6420736446382,867.6420736446382,867.6420736446382,867.6420736446382
869.390528439045,869.390528439045,869.390528439045,869.390528439045
871.598464861393,871.598464861393,871.598464861393,871.598464861393
873.7872891256809,873.7872891256809,873.7872891256809,873.7872891256809
873.3168324718475,873.3168324718475,873.3168324718475,873.3168324718475
873.8407085717915,873.8407085717915,873.8407085717915,873.8407085717915
878.0248155035973,878.0248155035973,878.0248155035973,878.0248155035973
877.7642665520907,877.7642665520907,877.7642665520907,877.7642665520907
872.8931046311857,872.8931046311857,872.8931046311857,872.8931046311857
870.325123070717,870.325123070717,870.325123070717,870.325123070717
876.0145810853244,876.0145810853244,876.0145810853244,876.0145810853244
871.4839204907419,871.4839204907419,871.4839204907419,871.4839204907419
874.9612770836353,874.9612770836353,874.9612770836353,874.9612770836353
872.9350944373607,872.9350944373607,872.9350944373607,872.9350944373607
877.6209024063348,877.6209024063348,877.6209024063348,877.6209024063348
876.7090017403365,876.7090017403365,876.7090017403365,876.7090017403365
880.695608718753,880.695608718753,880.695608718753,880.695608718753
877.738009147048,877.738009147048,877.738009147048,877.738009147048
879.9199223594666,879.9199223594666,879.9199223594666,879.9199223594666
871.5961826070549,871.5961826070549,871.5961826070549,871.5961826070549
873.7148860992195,873.7148860992195,873.7148860992195,873.7148860992195
869.1258971452714,869.1258971452714,869.1258971452714,869.1258971452714
873.8676685621738,873.8676685621738,873.8676685621738,873.8676685621738
878.1281873897315,878.1281873897315,878.1281873897315,878.1281873897315
884.2768974292278,884.2768974292278,884.2768974292278,884.2768974292278
890.221201055527,890.221201055527,890.221201055527,890.221201055527
887.8637379415037,887.8637379415037,887.8637379415037,887.8637379415037
870.7698182621003,870.7698182621003,870.7698182621003,870.7698182621003
876.5631303292514,876.5631303292514,876.5631303292514,876.5631303292514
868.8270687729122,868.8270687729122,868.8270687729122,868.8270687729122
864.7198421270848,864.7198421270848,864.7198421270848,864.7198421270848
868.556931597948,868.556931597948,868.556931597948,868.556931597948
872.2892026834488,872.2892026834488,872.2892026834488,872.2892026834488
880.1721826407911,880.1721826407911,880.1721826407911,880.1721826407911
883.7826263468266,883.7826263468266,883.7826263468266,883.7826263468266
886.7302381857635,886.7302381857635,886.7302381857635,886.7302381857635
885.3670251684189,885.3670251684189,885.3670251684189,885.3670251684189
889.4408078336717,889.4408078336717,889.4408078336717,889.4408078336717
891.2870230156184,891.2870230156184,891.2870230156184,891.2870230156184
885.90656478858,885.90656478858,885.90656478858,885.90656478858
889.5464298297168,889.5464298297168,889.5464298297168,889.5464298297168
898.1195047205687,898.1195047205687,898.1195047205687,898.1195047205687
902.3157255094053,902.3157255094053,902.3157255094053,902.3157255094053
905.0626137681008,905.0626137681008,905.0626137681008,905.0626137681008
908.2853038396836,908.2853038396836,908.2853038396836,908.2853038396836
907.3469942306281,907.3469942306281,907.3469942306281,907.3469942306281
909.3047367991209,909.3047367991209,909.3047367991209,909.3047367991209
910.0557316461803,910.0557316461803,910.0557316461803,910.0557316461803
914.9160746712685,914.9160746712685,914.9160746712685,914.9160746712685
920.1953652014732,920.1953652014732,920.1953652014732,920.1953652014732
919.0336288623809,919.0336288623809,919.0336288623809,919.0336288623809
