Close,Open,High,Low
807.1000653328895,807.1000653328895,807.1000653328895,807.1000653328895
814.2896348886491,814.2896348886491,814.2896348886491,814.2896348886491
816.3586155438423,816.3586155438423,816.3586155438423,816.3586155438423
815.3848047108652,815.3848047108652,815.3848047108652,815.3848047108652
813.357056171775,813.357056171775,813.357056171775,813.357056171775
815.7710200048687,815.7710200048687,815.7710200048687,815.7710200048687
818.6097265241145,818.6097265241145,818.6097265241145,818.6097265241145
819.9474995232822,819.9474995232822,819.9474995232822,819.9474995232822
819.5180683428049,819.5180683428049,819.5180683428049,819.5180683428049
819.6285854759217,819.6285854759217,819.6285854759217,819.6285854759217
820.5871322979926,820.5871322979926,820.5871322979926,820.5871322979926
824.1877857298853,824.1877857298853,824.1877857298853,824.1877857298853
825.546108202219,825.546108202219,825.546108202219,825.546108202219
828.4526532392501,828.4526532392501,828.4526532392501,828.4526532392501
830.831735776663,830.831735776663,830.831735776663,830.831735776663
831.4170444692372,831.4170444692372,831.4170444692372,831.4170444692372
834.4283757472037,834.4283757472037,834.4283757472037,834.4283757472037
834.4288165850642,834.4288165850642,834.4288165850642,834.4288165850642
835.8130153213739,835.8130153213739,835.8130153213739,835.8130153213739
835.0156314736605,835.0156314736605,835.0156314736605,835.0156314736605
833.6687340492011,833.6687340492011,833.6687340492011,833.6687340492011
838.0113451520207,838.0113451520207,838.0113451520207,838.0113451520207
833.6641373960971,833.6641373960971,833.6641373960971,833.6641373960971
836.9105867915154,836.9105867915154,836.9105867915154,836.9105867915154
838.6333030837775,838.6333030837775,838.6333030837775,838.6333030837775
837.3017523273229,837.3017523273229,837.3017523273229,837.3017523273229
841.5351871788504,841.5351871788504,841.5351871788504,841.5351871788504
841.9469251481294,841.9469251481294,841.9469251481294,841.9469251481294
843.0941459822656,843.0941459822656,843.0941459822656,843.0941459822656
843.7486478506328,843.7486478506328,843.7486478506328,843.7486478506328
843.6396093611718,843.6396093611718,843.6396093611718,843.6396093611718
843.758001878977,843.758001878977,843.758001878977,843.758001878977
847.2048901468518,847.2048901468518,847.2048901468518,847.2048901468518
841.7842146492006,841.7842146492006,841.7842146492006,841.7842146492006
835.0352900869848,835.0352900869848,835.0352900869848,835.0352900869848
839.1555122655631,839.1555122655631,839.1555122655631,839.1555122655631
831.8406437321903,831.8406437321903,831.8406437321903,831.8406437321903
830.5769039411546,830.5769039411546,830.5769039411546,830.5769039411546
837.1870104980468,837.1870104980468,837.1870104980468,837.1870104980468
841.74303763783,841.74303763783,841.74303763783,841.74303763783
839.2076321583987,839.2076321583987,839.2076321583987,839.2076321583987
843.0190290477276,843.0190290477276,843.0190290477276,843.0190290477276
850.1043358575105,850.1043358575105,850.1043358575105,850.1043358575105
853.0517686060666,853.0517686060666,853.0517686060666,853.0517686060666
854.4581975098847,854.4581975098847,854.4581975098847,854.4581975098847
856.8236140736341,856.8236140736341,856.8236140736341,856.8236140736341
858.7544425723552,858.7544425723552,858.7544425723552,858.7544425723552
858.4504756836892,858.4504756836892,858.4504756836892,858.4504756836892
858.8605099983217,858.8605099983217,858.8605099983217,858.8605099983217
862.6553708758354,862.6553708758354,862.6553708758354,862.6553708758354
862.5249012374879,862.5249012374879,862.5249012374879,862.5249012374879
858.4085593504903,858.4085593504903,858.4085593504903,858.4085593504903
856.3947339404822,856.3947339404822,856.3947339404822,856.3947339404822
860.9974439728261,860.9974439728261,860.9974439728261,860.9974439728261
857.0890076495409,857.0890076495409,857.0890076495409,857.0890076495409
859.8204160704614,859.8204160704614,859.8204160704614,859.8204160704614
858.9512766768934,858.9512766768934,858.9512766768934,858.9512766768934
862.326354294181,862.326354294181,862.326354294181,862.326354294181
861.7467764937879,861.7467764937879,861.7467764937879,861.7467764937879
865.2717986803057,865.2717986803057,865.2717986803057,865.2717986803057
863.0566435379984,863.0566435379984,863.0566435379984,863.0566435379984
864.7113330379725,864.7113330379725,864.7113330379725,864.7113330379725
858.1656852419377,858.1656852419377,858.1656852419377,858.1656852419377
858.7728980656863,858.7728980656863,858.7728980656863,858.7728980656863
854.8378048280478,854.8378048280478,854.8378048280478,854.8378048280478
859.1581765792371,859.1581765792371,859.1581765792371,859.1581765792371
863.1895607448816,863.1895607448816,863.1895607448816,863.1895607448816
869.1375472041369,869.1375472041369,869.1375472041369,869.1375472041369
874.3474792443516,874.3474792443516,874.3474792443516,874.3474792443516
872.131552635789,872.131552635789,872.131552635789,872.131552635789
858.7611148370504,858.7611148370504,858.7611148370504,858.7611148370504
861.9417140771151,861.9417140771151,861.9417140771151,861.9417140771151
855.701374051571,855.701374051571,855.701374051571,855.701374051571
851.2464640959503,851.2464640959503,851.2464640959503,851.2464640959503
854.2945869669915,854.2945869669915,854.2945869669915,854.2945869669915
857.9476587756872,857.9476587756872,857.9476587756872,857.9476587756872
865.0913766019345,865.0913766019345,865.0913766019345,865.0913766019345
868.1605540728569,868.1605540728569,868.1605540728569,868.1605540728569
871.2549695112706,871.2549695112706,871.2549695112706,871.2549695112706
869.7169964268209,869.7169964268209,869.7169964268209,869.7169964268209
